,v,vw,o,c,h,l,t,n
357,60912674.0,94.1575,93.83,94.88,95.07,92.71,1678766400000,464479
358,70536792.0,95.1396,93.22,96.2,96.67,93.07,1678852800000,560234
359,84238058.0,99.3317,95.75,100.04,100.99,95.61,1678939200000,693378
360,87280992.0,98.9601,99.79,98.95,100.66,97.455,1679025600000,510343
361,62326911.0,97.0354,98.41,97.71,98.48,95.7,1679284800000,509445
362,58237275.0,99.6088,98.14,100.61,100.845,98.0,1679371200000,465171
363,57367105.0,100.2203,100.45,98.7,102.1,98.61,1679457600000,483998
364,57472010.0,99.529,100.43,98.71,101.06,97.62,1679544000000,469445
365,56138401.0,97.5291,98.065,98.13,98.3,96.4,1679630400000,419956
366,46704796.0,98.2207,99.07,98.04,99.34,97.08,1679889600000,382065
367,38720050.0,97.3171,98.11,97.24,98.44,96.29,1679976000000,313968
368,49783279.0,99.8089,98.69,100.25,100.4218,98.56,1680062400000,375796
369,53633398.0,101.9176,101.55,102.0,103.04,101.01,1680148800000,413471
370,56700317.0,102.9746,102.16,103.29,103.49,101.95,1680235200000,422311
371,41135733.0,102.2287,102.3,102.41,103.29,101.43,1680494400000,359080
372,48662496.0,103.3141,102.75,103.95,104.2,102.11,1680580800000,378108
373,45175393.0,101.636,103.91,101.1,103.91,100.7506,1680667200000,398442
374,43808020.0,101.3664,100.75,102.06,102.3817,99.8008,1680753600000,350990
375,37261185.0,101.1068,100.96,102.17,102.2,99.57,1681099200000,336893
376,60028547.0,99.8852,100.8,99.92,101.0,99.01,1681185600000,508395
377,56735007.0,98.9701,100.4,97.83,100.51,97.705,1681272000000,460026
378,67925138.0,101.1854,98.95,102.4,102.57,98.71,1681358400000,516926
379,51175522.0,102.1347,102.07,102.51,103.2013,101.11,1681444800000,422097
380,39919457.0,102.5854,103.16,102.74,103.73,101.59,1681704000000,347495
381,39790518.0,102.4244,103.95,102.3,104.2,101.52,1681790400000,365986
382,58398890.0,103.9426,101.58,104.3,105.12,101.39,1681876800000,452914
383,57696866.0,104.073,103.53,103.81,105.25,103.21,1681963200000,432539
384,86734185.0,106.7879,106.1,106.96,108.15,105.08,1682049600000,700624
385,69572310.0,106.6833,107.655,106.21,109.23,105.07,1682308800000,531663
386,65026818.0,103.8593,104.91,102.57,105.45,102.45,1682395200000,494317
387,73783977.0,105.511,105.04,104.98,106.62,104.1,1682481600000,578920
388,149900667.0,110.9409,108.16,109.82,110.86,106.8,1682568000000,1113448
389,130715946.0,105.8406,107.73,105.45,109.48,104.33,1682654400000,1015958
390,74659196.0,102.9682,104.95,102.05,105.23,101.82,1682913600000,583134
391,73458850.0,103.0701,101.47,103.63,103.9,101.15,1683000000000,533212
392,65051925.0,104.7227,103.735,103.65,105.96,103.28,1683086400000,487540
393,45345523.0,104.3355,104.04,104.0,105.39,103.3117,1683172800000,372148
394,56951644.0,105.0963,104.27,105.655,105.76,103.55,1683259200000,440870
395,49412909.0,105.5519,105.04,105.83,106.095,104.7001,1683518400000,379993
396,44089359.0,106.2617,105.48,106.62,106.79,105.1567,1683604800000,322823
397,78627441.0,109.5931,108.1,110.19,110.67,108.05,1683691200000,617458
398,74924841.0,112.1671,111.03,112.18,113.28,110.49,1683777600000,556512
399,49852671.0,110.4731,112.16,110.26,112.64,109.3185,1683864000000,415047
400,52461045.0,110.6888,111.15,111.2,112.29,109.25,1684123200000,402849
401,71340708.0,113.5435,111.05,113.4,114.7899,111.05,1684209600000,511222
402,65648177.0,115.2152,114.89,115.5,115.83,114.22,1684296000000,516297
403,73173987.0,117.5869,116.69,118.15,118.6,116.335,1684382400000,552169
404,55056307.0,116.6892,118.16,116.25,118.31,115.7,1684468800000,432817
405,70720123.0,115.1666,116.77,115.01,116.77,114.25,1684728000000,548402
406,67576262.0,115.6139,114.27,114.99,117.14,113.78,1684814400000,457967
407,63453438.0,116.3022,115.35,116.75,117.34,115.02,1684900800000,493429
408,66496681.0,115.1167,116.63,115.0,116.87,114.31,1684987200000,538033
409,96779889.0,119.7818,116.04,120.11,121.5,116.02,1685073600000,740906
410,64297208.0,121.6229,122.37,121.66,122.92,119.855,1685419200000,561348
411,72800787.0,120.4395,121.45,120.58,122.04,119.17,1685505600000,492145
412,54375131.0,122.2429,120.69,122.77,123.49,119.93,1685592000000,470500
413,61264414.0,124.9012,124.92,124.25,126.39,124.015,1685678400000,518431
414,47927308.0,124.901,123.36,125.3,125.8,123.03,1685937600000,433834
415,45692396.0,126.4033,125.07,126.61,127.4,125.0,1686024000000,405265
416,95463275.0,122.8822,127.01,121.23,127.365,120.63,1686110400000,734460
417,62146312.0,124.1726,123.01,124.25,125.625,122.2579,1686196800000,536307
418,51392018.0,124.1476,124.08,123.43,125.8,123.19,1686283200000,462583
419,51473276.0,125.6287,124.02,126.57,126.78,123.53,1686542400000,442437
420,50549345.0,126.6264,128.12,126.66,128.41,125.18,1686628800000,463938
421,52422463.0,125.9897,126.7,126.42,126.95,124.12,1686715200000,422440
422,60458471.0,126.4457,125.21,127.11,127.69,124.32,1686801600000,447494
423,84247054.0,126.2386,127.71,125.49,127.9,125.3,1686888000000,438497
424,56769122.0,125.7764,124.97,125.78,127.25,124.5,1687233600000,436492
425,52137670.0,125.0403,125.64,124.83,126.73,123.85,1687320000000,438227
426,90354572.0,128.8713,125.31,130.15,130.33,125.14,1687406400000,658049
427,71917746.0,129.7468,129.11,129.33,130.84,128.28,1687492800000,534789
428,59989317.0,128.8065,129.33,127.33,131.49,127.1,1687752000000,469915
429,46801099.0,128.884,128.63,129.18,130.085,127.55,1687838400000,391901
430,52149512.0,129.7581,128.94,129.04,131.48,128.44,1687924800000,442381
431,40760959.0,128.0166,128.77,127.9,129.26,127.255,1688011200000,367045
432,54327974.0,130.2735,129.47,130.36,131.245,128.95,1688097600000,437288
433,28264785.0,130.8295,130.82,130.22,131.85,130.065,1688356800000,288178
434,35895409.0,130.3199,130.24,130.38,131.4,129.64,1688529600000,352167
435,40697848.0,128.268,128.25,128.36,128.73,127.37,1688616000000,393280
436,41992251.0,129.8568,128.59,129.78,130.97,128.1294,1688702400000,395217
437,61889289.0,127.083,129.07,127.13,129.28,125.915,1688961600000,569506
438,49951460.0,128.6314,127.75,128.78,129.77,127.35,1689048000000,445921
439,53922847.0,130.2768,130.31,130.8,131.26,128.83,1689134400000,458437
440,61166283.0,133.882,134.04,134.3,134.67,132.71,1689220800000,531708
441,54466090.0,135.2716,134.06,134.68,136.65,134.06,1689307200000,486529
442,48450198.0,133.8504,134.56,133.56,135.62,133.21,1689566400000,463529
443,54969133.0,132.6637,132.71,132.83,133.86,131.355,1689652800000,474707
444,54390507.0,135.0114,133.39,135.36,135.99,132.53,1689739200000,487048
445,59782329.0,131.4709,134.07,129.96,134.7915,129.33,1689825600000,568435
446,133282294.0,129.966,131.34,130.0,131.37,128.415,1689912000000,506609
447,45670858.0,129.2815,130.305,128.8,131.66,128.35,1690171200000,391846
448,39219663.0,129.0005,129.31,129.13,129.58,128.53,1690257600000,374778
449,53910087.0,127.7909,126.51,128.15,129.08,126.11,1690344000000,524592
450,52610661.0,130.3938,131.0,128.25,132.63,127.79,1690430400000,499433
451,46269781.0,131.8837,129.69,132.21,133.01,129.33,1690516800000,413438
452,41901516.0,133.341,133.2,133.68,133.87,132.38,1690776000000,406644
453,42250989.0,132.247,133.55,131.69,133.69,131.6199,1690862400000,385743
454,50988614.0,128.3973,130.154,128.21,130.23,126.82,1690948800000,532942
455,90855736.0,131.4941,127.48,128.91,129.84,126.41,1691035200000,746639
456,153091370.0,141.3899,141.06,139.57,143.63,139.32,1691121600000,1366815
