,v,vw,o,c,h,l,t,n
0,63952219.0,143.6675,142.27,142.81,144.81,141.81,1633924800000,399220
1,73035859.0,141.8587,143.23,141.51,143.25,141.0401,1634011200000,526042
2,78762121.0,140.3071,141.235,140.91,141.4,139.2,1634097600000,600890
3,69891600.0,143.2173,142.11,143.76,143.88,141.51,1634184000000,447186
4,67642684.0,144.3214,143.77,144.84,144.895,143.51,1634270400000,429707
5,85389174.0,145.4235,143.445,146.55,146.84,143.16,1634529600000,544217
6,76378894.0,148.329,147.01,148.76,149.17,146.55,1634616000000,532883
7,58418788.0,149.0905,148.7,149.26,149.7539,148.12,1634702400000,437977
8,61345990.0,149.0317,148.81,149.48,149.64,147.87,1634788800000,418119
9,58855143.0,149.2955,149.69,148.69,150.18,148.64,1634875200000,437719
10,50220555.0,148.5067,148.68,148.64,149.37,147.6211,1635134400000,425021
11,60893393.0,149.5911,149.33,149.32,150.84,149.0101,1635220800000,459692
12,56094929.0,149.1193,149.36,148.85,149.73,148.49,1635307200000,407592
13,100064388.0,151.5945,149.82,152.57,153.165,149.72,1635393600000,749706
14,124953168.0,148.3331,147.215,149.8,149.94,146.4128,1635480000000,863685
15,74588257.0,148.8099,148.985,148.96,149.7,147.8,1635739200000,529659
16,69121986.0,150.3583,148.66,150.02,151.57,148.65,1635825600000,517391
17,54511532.0,150.9171,150.39,151.49,151.97,149.82,1635912000000,399115
18,60394613.0,151.3974,151.58,150.96,152.43,150.64,1635998400000,457989
