Unnamed: 0,v,vw,o,c,h,l,t,n,SMA_10,EMA_10,Price_RoC,RSI,MACD,Bollinger_High,Bollinger_Low,Bollinger_Mid
295,84317770.0,92.0876,93.97,92.46,95.02,90.59,1669006800000,679098,94.954,99.19588144635522,2.1318899812216863,37.28852311760213,-4.833820152051828,115.59889145540447,80.63410854459553,98.1165
296,62166962.0,92.6175,92.62,93.2,93.35,90.87,1669093200000,454878,95.276,98.65080131486837,3.5785730162258265,39.18909894943962,-4.708884554406481,110.95421800818126,82.53878199181874,96.7465
297,59414684.0,93.8426,93.24,94.13,94.58,92.83,1669179600000,433372,96.075,98.23981937715307,9.275597863942412,41.65813374490665,-4.483150002924745,106.94159970900304,84.39840029099696,95.67
298,35088609.0,93.7731,93.79,93.41,94.43,93.065,1669352400000,297836,95.753,97.80074488832096,-3.3322984580358055,40.252270137112625,-4.31263831725758,103.63747795361844,85.94752204638154,94.79249999999999
299,75062316.0,94.4403,93.93,93.95,96.4,93.43,1669611600000,572356,95.06899999999999,97.45067717120088,-6.786387538446277,41.88659524806684,-4.086822742250433,102.2333119133573,86.40568808664268,94.31949999999999
300,65567286.0,92.5691,94.04,92.42,94.41,91.44,1669698000000,535131,94.462,96.99334288290989,-6.163062239821295,38.565571523095066,-3.985379511207796,100.8297431850561,86.8072568149439,93.8185
301,102805806.0,94.2545,92.47,96.54,96.54,91.525,1669784400000,698414,94.22200000000001,96.95212989355444,-2.4257125530624535,50.34497721042535,-3.5318227973002365,100.79686947382052,86.81513052617947,93.806
302,68487969.0,95.9432,96.99,95.5,97.23,94.92,1669870800000,566475,94.06,96.8201180850495,-1.6680395387149962,47.775692898157395,-3.219186365637043,100.95808098191591,86.99191901808408,93.975
303,72496388.0,94.326,94.475,94.13,95.36,93.78,1669957200000,564715,93.988,96.57556189549955,-0.7590933052187653,44.455052391062175,-3.0468451571757242,100.86208582820176,87.57091417179826,94.21650000000001
304,71535526.0,91.9759,93.05,91.01,94.06,90.82,1670216400000,635423,93.675,96.06960172318139,-3.3248353516039892,37.805904179067774,-3.1259870006071537,100.86067596680705,87.57532403319296,94.218
305,75503628.0,88.9878,90.5,88.25,91.04,87.9,1670302800000,697936,93.25399999999999,95.3587288392558,-4.553320354747992,32.96029915793322,-3.3725398750835467,101.0664920825805,87.14150791741953,94.10400000000001
306,68086880.0,88.3485,88.34,88.46,89.89,87.48,1670389200000,554420,92.78,94.73157167205073,-5.085836909871254,33.67893287577142,-3.5105224419800436,101.19895976839891,86.85704023160108,94.02799999999999
307,73305887.0,89.9326,89.24,90.35,90.86,87.88,1670475600000,560413,92.40200000000002,94.33324697459157,-4.015722936364603,40.099935034791706,-3.4278532571613027,100.6810810821437,87.7959189178563,94.2385
308,67398506.0,89.4021,88.9,89.09,90.3,88.63,1670562000000,530211,91.97,93.8565881587196,-4.624772508296749,37.416559862324824,-3.4245329185464755,100.57684742213652,87.14615257786349,93.8615
309,61999762.0,89.3311,89.21,90.55,90.58,87.87,1670821200000,516683,91.63000000000001,93.55598923519963,-3.6189462480042636,42.380715513411424,-3.2664382610158214,99.40257351681733,87.29642648318269,93.3495
310,100212038.0,93.1398,95.23,92.49,96.25,90.52,1670907600000,773656,91.637,93.45908112290876,0.07574118156242499,48.421097700688996,-2.9505927229389215,98.63004647861612,87.46895352138387,93.0495
